2026-04-23 10:05:30.788 [http-nio-0.0.0.0-8080-exec-170] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_178_1] [2026-04-23 10:05:30.788] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.071 [http-nio-0.0.0.0-8080-exec-102] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_245_1] [2026-04-23 10:05:31.071] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.069 [http-nio-0.0.0.0-8080-exec-17] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_242_1] [2026-04-23 10:05:31.069] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.069 [http-nio-0.0.0.0-8080-exec-79] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_97_1] [2026-04-23 10:05:31.069] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.069 [http-nio-0.0.0.0-8080-exec-150] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_241_1] [2026-04-23 10:05:31.069] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.211 [http-nio-0.0.0.0-8080-exec-179] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_254_1] [2026-04-23 10:05:31.211] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.069 [http-nio-0.0.0.0-8080-exec-174] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_172_1] [2026-04-23 10:05:31.069] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.069 [http-nio-0.0.0.0-8080-exec-16] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_5_1] [2026-04-23 10:05:31.069] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.069 [http-nio-0.0.0.0-8080-exec-144] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_144_1] [2026-04-23 10:05:31.069] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.069 [http-nio-0.0.0.0-8080-exec-199] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_240_1] [2026-04-23 10:05:31.069] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.069 [http-nio-0.0.0.0-8080-exec-28] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_1_1] [2026-04-23 10:05:31.069] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.069 [http-nio-0.0.0.0-8080-exec-45] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_24_1] [2026-04-23 10:05:31.069] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.068 [http-nio-0.0.0.0-8080-exec-157] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_158_1] [2026-04-23 10:05:31.068] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.211 [http-nio-0.0.0.0-8080-exec-116] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_247_1] [2026-04-23 10:05:31.211] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.068 [http-nio-0.0.0.0-8080-exec-132] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_136_1] [2026-04-23 10:05:31.068] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.211 [http-nio-0.0.0.0-8080-exec-93] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_250_1] [2026-04-23 10:05:31.211] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.068 [http-nio-0.0.0.0-8080-exec-20] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_85_1] [2026-04-23 10:05:31.068] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.213 [http-nio-0.0.0.0-8080-exec-17] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_242_1] [2026-04-23 10:05:31.213] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.214 [http-nio-0.0.0.0-8080-exec-53] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_252_1] [2026-04-23 10:05:31.214] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.214 [http-nio-0.0.0.0-8080-exec-199] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_240_1] [2026-04-23 10:05:31.214] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.214 [http-nio-0.0.0.0-8080-exec-150] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_241_1] [2026-04-23 10:05:31.214] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.214 [http-nio-0.0.0.0-8080-exec-167] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_251_1] [2026-04-23 10:05:31.214] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.214 [http-nio-0.0.0.0-8080-exec-116] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_424_1] [2026-04-23 10:05:31.214] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.215 [http-nio-0.0.0.0-8080-exec-20] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_423_1] [2026-04-23 10:05:31.215] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.067 [http-nio-0.0.0.0-8080-exec-160] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_236_1] [2026-04-23 10:05:31.067] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.067 [http-nio-0.0.0.0-8080-exec-177] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_239_1] [2026-04-23 10:05:31.067] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.067 [http-nio-0.0.0.0-8080-exec-182] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_238_1] [2026-04-23 10:05:31.067] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.067 [http-nio-0.0.0.0-8080-exec-34] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_93_1] [2026-04-23 10:05:31.067] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.066 [http-nio-0.0.0.0-8080-exec-58] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_237_1] [2026-04-23 10:05:31.066] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.211 [http-nio-0.0.0.0-8080-exec-69] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_248_1] [2026-04-23 10:05:31.211] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.211 [http-nio-0.0.0.0-8080-exec-102] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_245_1] [2026-04-23 10:05:31.211] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.210 [http-nio-0.0.0.0-8080-exec-130] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_255_1] [2026-04-23 10:05:31.210] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.209 [http-nio-0.0.0.0-8080-exec-113] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_267_1] [2026-04-23 10:05:31.209] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.209 [http-nio-0.0.0.0-8080-exec-5] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_445_1] [2026-04-23 10:05:31.209] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.220 [http-nio-0.0.0.0-8080-exec-34] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_376_1] [2026-04-23 10:05:31.220] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.221 [http-nio-0.0.0.0-8080-exec-69] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_379_1] [2026-04-23 10:05:31.221] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.226 [http-nio-0.0.0.0-8080-exec-130] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_378_1] [2026-04-23 10:05:31.226] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.208 [http-nio-0.0.0.0-8080-exec-21] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_385_1] [2026-04-23 10:05:31.208] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.208 [http-nio-0.0.0.0-8080-exec-164] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_449_1] [2026-04-23 10:05:31.208] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.208 [http-nio-0.0.0.0-8080-exec-117] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_383_1] [2026-04-23 10:05:31.208] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.207 [http-nio-0.0.0.0-8080-exec-80] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_268_1] [2026-04-23 10:05:31.207] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.230 [http-nio-0.0.0.0-8080-exec-170] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_451_1] [2026-04-23 10:05:31.230] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.235 [http-nio-0.0.0.0-8080-exec-80] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_457_1] [2026-04-23 10:05:31.235] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.243 [http-nio-0.0.0.0-8080-exec-102] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_458_1] [2026-04-23 10:05:31.243] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.247 [http-nio-0.0.0.0-8080-exec-113] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_422_1] [2026-04-23 10:05:31.247] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.206 [http-nio-0.0.0.0-8080-exec-184] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_428_1] [2026-04-23 10:05:31.206] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.247 [http-nio-0.0.0.0-8080-exec-19] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_452_1] [2026-04-23 10:05:31.247] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.247 [http-nio-0.0.0.0-8080-exec-197] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_418_1] [2026-04-23 10:05:31.247] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.206 [http-nio-0.0.0.0-8080-exec-155] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_444_1] [2026-04-23 10:05:31.206] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.249 [http-nio-0.0.0.0-8080-exec-100] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_416_1] [2026-04-23 10:05:31.249] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.249 [http-nio-0.0.0.0-8080-exec-122] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_417_1] [2026-04-23 10:05:31.249] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.198 [http-nio-0.0.0.0-8080-exec-50] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_386_1] [2026-04-23 10:05:31.198] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.250 [http-nio-0.0.0.0-8080-exec-133] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_460_1] [2026-04-23 10:05:31.250] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.198 [http-nio-0.0.0.0-8080-exec-73] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_443_1] [2026-04-23 10:05:31.198] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.252 [http-nio-0.0.0.0-8080-exec-57] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_421_1] [2026-04-23 10:05:31.252] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.198 [http-nio-0.0.0.0-8080-exec-90] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_436_1] [2026-04-23 10:05:31.198] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.198 [http-nio-0.0.0.0-8080-exec-151] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_380_1] [2026-04-23 10:05:31.198] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.255 [http-nio-0.0.0.0-8080-exec-103] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_454_1] [2026-04-23 10:05:31.255] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.256 [http-nio-0.0.0.0-8080-exec-9] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_429_1] [2026-04-23 10:05:31.256] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.198 [http-nio-0.0.0.0-8080-exec-107] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_413_1] [2026-04-23 10:05:31.198] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.257 [http-nio-0.0.0.0-8080-exec-64] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_438_1] [2026-04-23 10:05:31.257] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.257 [http-nio-0.0.0.0-8080-exec-169] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_455_1] [2026-04-23 10:05:31.257] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.198 [http-nio-0.0.0.0-8080-exec-131] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_272_1] [2026-04-23 10:05:31.198] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.259 [http-nio-0.0.0.0-8080-exec-107] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_456_1] [2026-04-23 10:05:31.259] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.198 [http-nio-0.0.0.0-8080-exec-31] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_270_1] [2026-04-23 10:05:31.198] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.198 [http-nio-0.0.0.0-8080-exec-1] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_440_1] [2026-04-23 10:05:31.198] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.259 [http-nio-0.0.0.0-8080-exec-131] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_420_1] [2026-04-23 10:05:31.259] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.198 [http-nio-0.0.0.0-8080-exec-82] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_414_1] [2026-04-23 10:05:31.198] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.198 [http-nio-0.0.0.0-8080-exec-87] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_382_1] [2026-04-23 10:05:31.198] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.197 [http-nio-0.0.0.0-8080-exec-78] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_433_1] [2026-04-23 10:05:31.197] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.197 [http-nio-0.0.0.0-8080-exec-7] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_276_1] [2026-04-23 10:05:31.197] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.262 [http-nio-0.0.0.0-8080-exec-189] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_442_1] [2026-04-23 10:05:31.262] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.262 [http-nio-0.0.0.0-8080-exec-8] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_431_1] [2026-04-23 10:05:31.262] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.262 [http-nio-0.0.0.0-8080-exec-101] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_437_1] [2026-04-23 10:05:31.262] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.263 [http-nio-0.0.0.0-8080-exec-139] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_465_1] [2026-04-23 10:05:31.263] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.197 [http-nio-0.0.0.0-8080-exec-163] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_390_1] [2026-04-23 10:05:31.197] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.265 [http-nio-0.0.0.0-8080-exec-72] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_401_1] [2026-04-23 10:05:31.265] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.197 [http-nio-0.0.0.0-8080-exec-32] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_408_1] [2026-04-23 10:05:31.197] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.197 [http-nio-0.0.0.0-8080-exec-86] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_274_1] [2026-04-23 10:05:31.197] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.196 [http-nio-0.0.0.0-8080-exec-148] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_389_1] [2026-04-23 10:05:31.196] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.267 [http-nio-0.0.0.0-8080-exec-61] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_447_1] [2026-04-23 10:05:31.267] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.268 [http-nio-0.0.0.0-8080-exec-32] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_453_1] [2026-04-23 10:05:31.268] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.268 [http-nio-0.0.0.0-8080-exec-60] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_466_1] [2026-04-23 10:05:31.268] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.196 [http-nio-0.0.0.0-8080-exec-109] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_279_1] [2026-04-23 10:05:31.196] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.269 [http-nio-0.0.0.0-8080-exec-137] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_432_1] [2026-04-23 10:05:31.269] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.196 [http-nio-0.0.0.0-8080-exec-39] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_435_1] [2026-04-23 10:05:31.196] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.196 [http-nio-0.0.0.0-8080-exec-30] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_277_1] [2026-04-23 10:05:31.196] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.195 [http-nio-0.0.0.0-8080-exec-123] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_282_1] [2026-04-23 10:05:31.195] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.195 [http-nio-0.0.0.0-8080-exec-171] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_441_1] [2026-04-23 10:05:31.195] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.195 [http-nio-0.0.0.0-8080-exec-136] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_284_1] [2026-04-23 10:05:31.195] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.194 [http-nio-0.0.0.0-8080-exec-70] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_404_1] [2026-04-23 10:05:31.194] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.178 [http-nio-0.0.0.0-8080-exec-37] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_291_1] [2026-04-23 10:05:31.178] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.178 [http-nio-0.0.0.0-8080-exec-25] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_292_1] [2026-04-23 10:05:31.178] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.175 [http-nio-0.0.0.0-8080-exec-108] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_290_1] [2026-04-23 10:05:31.175] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.174 [http-nio-0.0.0.0-8080-exec-112] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_301_1] [2026-04-23 10:05:31.174] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.174 [http-nio-0.0.0.0-8080-exec-147] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_295_1] [2026-04-23 10:05:31.174] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.173 [http-nio-0.0.0.0-8080-exec-194] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_302_1] [2026-04-23 10:05:31.173] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.173 [http-nio-0.0.0.0-8080-exec-156] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_306_1] [2026-04-23 10:05:31.173] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.173 [http-nio-0.0.0.0-8080-exec-74] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_305_1] [2026-04-23 10:05:31.173] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.272 [http-nio-0.0.0.0-8080-exec-40] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_377_1] [2026-04-23 10:05:31.272] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.172 [http-nio-0.0.0.0-8080-exec-120] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_309_1] [2026-04-23 10:05:31.172] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.275 [http-nio-0.0.0.0-8080-exec-29] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_478_1] [2026-04-23 10:05:31.275] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:31.172 [http-nio-0.0.0.0-8080-exec-104] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_312_1] [2026-04-23 10:05:31.172] 订单Redis库存扣减成功，商品种类数=2
2026-04-23 10:05:31.276 [http-nio-0.0.0.0-8080-exec-195] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100531_481_1] [2026-04-23 10:05:31.276] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
